PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
111,2025-04-30,15:11:38,2,3,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,2,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.49499,-2.363201,2.882096,1938.459367,157.374083,11:15,6.3054,-2.27265,5.56389,-18.85548,21.3493,-8.29154,2.52229,-0.26879,76.3906,-5.950699,1.405527,0.456363,,,,,,,,,,,,5.05969,11.92375,2.02922,50,6.08908,-5.80133,-122.268,-5.58467,7.57238,26.66062,-14.32884,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,52ca8e60-25ff-11f0-81bf-2b8ffec0f5bb,82.59316,,,8.10439,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:11:38,2025-04-30T15:11:37.8543104-05:00,2025-04-30T20:11:37.8543104Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,1410ba91-c0c9-4dd5-a465-f0729208f58a,54.93251,-123.33885,13.33031,6.30183,-5.00914,-7.16442,2.26834,-6.10548,3.78619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
112,2025-04-30,15:11:52,2,4,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.81172,-1.806466,3.477102,2044.044345,158.231704,11:15,6.41797,-2.33702,5.5105,-18.56962,20.48174,-7.61996,3.17748,0.28364,77.55839,-5.336139,2.123085,0.449769,,,,,,,,,,,,4.87559,11.25749,2.03846,50,6.24793,-7.20684,-124.13328,-4.46057,7.52903,27.24227,-14.78996,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,5b1cd5f0-25ff-11f0-81bf-2b8ffec0f5bb,83.80398,,,8.25333,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:11:52,2025-04-30T15:11:51.8110208-05:00,2025-04-30T20:11:51.8110208Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,aa549ecd-f16e-41a9-81d3-323b4675100d,54.98526,-125.22257,13.62114,6.41446,-3.86919,-7.39498,2.33264,-7.50789,3.76451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
113,2025-04-30,15:12:09,2,5,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,2,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.61491,-3.569621,4.420849,1776.754626,159.033148,11:15,6.30544,-2.19727,5.66219,-20.75135,18.2221,-6.46831,1.23317,1.39442,78.03867,-7.457218,3.269996,0.44932,,,,,,,,,,,,4.55547,10.67961,1.82671,50,5.98931,-9.28667,-123.65603,-8.36327,7.02093,25.72065,-15.71456,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,657aa4f0-25ff-11f0-81bf-2b8ffec0f5bb,83.88772,,,7.57624,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:12:09,2025-04-30T15:12:09.0088960-05:00,2025-04-30T20:12:09.0088960Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,aa3522b7-627b-4438-8016-1db8832460fd,54.83544,-124.65775,12.86032,6.30311,-7.75125,-7.85728,2.19372,-9.56011,3.51047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
114,2025-04-30,15:12:27,2,6,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,3,2,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,84.75559,-0.790882,3.417611,1781.584473,148.108549,11:00,6.18538,-2.4184,5.72046,-23.32237,16.10769,-9.20036,3.50378,0.00219,77.07786,-5.173741,1.775693,0.451944,81.39939,48.389873,-7.02792,,107.5538,106.82933,-23.06862,230.16789,112.01025,-15.009225,5.462437,5.69863,8.81902,2.13835,50,6.10497,-6.9603,-122.82974,-2.41517,8.66057,25.51383,-18.77121,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,6fe3e5a0-25ff-11f0-81bf-2b8ffec0f5bb,83.40061,112.2809,,7.67773,,,,1.27156,3.6842,-0.49796,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:12:27,2025-04-30T15:12:26.5488384-05:00,2025-04-30T20:12:26.5488384Z,FlyBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,fb02fec0-7ec5-427a-af3a-715b16a32761,54.77898,-123.81844,12.75691,6.18446,-1.68776,-9.38561,2.41458,-7.29591,4.33028,166.164638,1.27548,78.59828,-20.33334,5.34888,-0.86464,0.04355,0.01166,-0.00211,0.0001,3.68234,89.29121,-21.04565,1.22328,0.05638,-0.10416,0.03363,-0.0049,0.00027,-0.49774,-9.70742,-1.98917,0.93478,-0.23052,0.02822,0.0005,-0.00051,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
115,2025-04-30,15:12:59,3,1,"Duley, Daniel",10093882,Left,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,4,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.90465,-2.249393,4.578211,2058.295343,160.163829,11:15,6.49635,-2.23059,5.72869,-16.42048,22.45824,-7.58268,3.02521,1.41056,77.39502,-5.412849,3.228749,0.448774,,,,,,,,,,,,5.39162,12.62446,1.85285,50,6.29852,-9.6332,-124.14156,-5.33478,8.28356,28.44188,-12.77814,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,833aea90-25ff-11f0-81bf-2b8ffec0f5bb,83.98986,,,8.50963,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:12:59,2025-04-30T15:12:59.0215680-05:00,2025-04-30T20:12:59.0215680Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,c5bee02e-ede3-4a53-977d-9d4dd9692223,54.77119,-125.22991,14.22094,6.4933,-4.84582,-6.38907,2.22754,-9.95017,4.14178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
116,2025-04-30,15:13:13,3,2,"Duley, Daniel",10093882,Left,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,4,Top,2,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.73544,-1.40613,2.269054,1922.540868,153.973976,11:15,6.35677,-2.38804,5.42911,-19.553,19.75651,-8.93922,3.4091,-1.00671,77.18383,-5.119807,0.679911,0.451253,,,,,,,,,,,,5.17646,10.76816,2.19302,50,6.21895,-4.51901,-124.1041,-3.63267,7.955,28.22991,-15.62596,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,8b88ec60-25ff-11f0-81bf-2b8ffec0f5bb,83.52834,,,8.55161,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:13:13,2025-04-30T15:13:13.0647552-05:00,2025-04-30T20:13:13.0647552Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,0a6555df-359f-4c78-b12d-10a6675a496a,55.06608,-125.25118,14.11495,6.35366,-2.99774,-7.81298,2.3832,-4.84224,3.9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
117,2025-04-30,15:13:28,3,3,"Duley, Daniel",10093882,Left,OAK_GOL,"Herbert, Kaleb",1000188968,Right,TOL_ROC,Undefined,4,Top,2,2,0,Fastball,Changeup,InPlay,Undefined,Popup,Error,0,0,,85.19328,-1.462476,3.507289,2065.955491,147.231667,11:00,6.24433,-2.1795,5.88552,-19.798,19.09973,-11.42816,3.23358,0.12916,77.27033,-5.230415,1.4616,0.448883,86.66439,68.417021,-3.067559,,,,,,39.64362,,,6.93402,10.62209,1.90296,50,6.11488,-7.10721,-123.43393,-3.71694,10.61134,26.42249,-15.91873,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,9464af40-25ff-11f0-81bf-2b8ffec0f5bb,83.96932,105.95987,,7.92295,,,,1.97162,2.93802,0.23816,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:13:28,2025-04-30T15:13:27.7744128-05:00,2025-04-30T20:13:27.7744128Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,d80acb2c-c6fa-4ac9-8286-c728beeda36a,54.61406,-124.4177,13.21125,6.24223,-3.12425,-7.95937,2.17493,-7.5023,5.30567,191.075278,1.97162,46.6902,-17.47284,5.88483,-3.03483,3.82884,-3.71366,1.89408,-0.38969,2.93801,118.19533,-28.75394,3.23097,0.01218,-1.10854,1.24962,-0.66301,0.13915,0.23816,-2.50262,7.11563,-2.90096,1.75372,-2.33857,2.28827,-1.17071,0.24133,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
118,2025-04-30,15:14:14,4,1,"Duley, Daniel",10093882,Left,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,4,Top,2,0,0,Fastball,Changeup,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,83.88498,-2.180527,3.808366,1876.453619,157.928465,11:15,6.45848,-1.99799,5.62,-20.84226,19.75552,-7.43674,2.68115,0.94169,76.17213,-6.114351,2.484796,0.458588,78.74425,46.148318,-44.573112,4042.969581,64.66166,87.59553,-88.98767,236.33238,101.83733,-60.858913,4.915345,4.91961,11.08516,1.67755,50,6.25891,-7.77442,-121.37599,-5.24388,7.28316,25.44483,-15.76322,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,b03c85d0-25ff-11f0-81bf-2b8ffec0f5bb,82.19238,91.25405,,7.71286,,,,0.79162,2.91588,-1.04028,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:14:14,2025-04-30T15:14:14.4611328-05:00,2025-04-30T20:14:14.4611328Z,FlyBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,8dcbddf2-5b59-420d-9a43-384c17a1c28f,54.87858,-122.39444,12.72242,6.45617,-4.61294,-7.88161,1.99456,-8.06594,3.64158,146.100452,0.81137,56.571,-16.98527,2.47116,1.28204,-0.91398,0.24138,-0.02961,0.00139,2.91449,83.2879,-22.83913,1.50883,0.35477,-0.36245,0.12364,-0.01925,0.00113,-1.04224,-56.09955,4.38382,0.30052,-0.68423,0.34556,-0.0924,0.01258,-0.00068,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
119,2025-04-30,15:14:36,4,2,"Duley, Daniel",10093882,Left,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,4,Top,2,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.12366,-1.464862,4.517327,1671.428857,151.236754,11:00,6.5162,-2.0876,5.6406,-25.56529,17.23981,-8.57256,3.01465,1.42096,73.84021,-6.277206,2.993089,0.47089,,,,,,,,,,,,5.79803,9.67178,1.70848,50,6.37546,-9.01554,-118.61107,-3.80364,8.11491,26.39911,-18.63742,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,bcfab300-25ff-11f0-81bf-2b8ffec0f5bb,80.04513,,,8.28344,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:14:36,2025-04-30T15:14:36.0176128-05:00,2025-04-30T20:14:36.0176128Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,bec6974c-038f-4e20-b418-41f149ee6b7c,54.85464,-119.68668,13.19955,6.51497,-3.04427,-9.31871,2.08255,-9.34618,4.05745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
120,2025-04-30,15:14:59,4,3,"Duley, Daniel",10093882,Left,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,4,Top,2,1,1,Fastball,Changeup,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,83.92678,-1.73384,2.550632,1719.015641,162.262398,11:30,6.53374,-2.04046,5.40722,-21.88552,19.07686,-5.63004,3.08329,-0.11819,75.87424,-5.854559,1.550542,0.460643,67.31756,61.659974,-157.481619,4260.41789,,,,,18.01108,,,3.64024,10.56678,1.81736,50,6.36449,-5.17523,-121.50914,-4.35593,5.37462,26.57525,-16.57277,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,cac965d0-25ff-11f0-81bf-2b8ffec0f5bb,81.82578,33.35861,,8.05254,,,,1.63394,3.08871,0.17962,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:14:59,2025-04-30T15:14:59.0635520-05:00,2025-04-30T20:14:59.0635520Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,12763e9f-14d0-405e-abca-6fefe1b61fd0,55.09071,-122.61748,13.28763,6.53174,-3.66475,-8.28639,2.03787,-5.39939,2.68731,20.926336,1.6472,-43.73125,-2.41489,,,,,,,3.112,86.14831,-33.10182,,,,,,,0.16792,-17.57036,7.76463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
121,2025-04-30,15:15:24,4,4,"Duley, Daniel",10093882,Left,OAK_GOL,"Konczak, Caden",1000236670,Left,TOL_ROC,Undefined,4,Top,2,1,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,74.35068,1.335931,3.511489,1997.634583,327.835041,5:00,5.99867,-2.30985,5.46892,-57.52094,-4.84929,4.29461,2.45812,1.33852,67.08785,-9.173064,4.274662,0.522348,,,,,,,,,,,,-0.92555,-2.25008,1.99768,50,6.07782,-6.76147,-107.50647,0.64777,-1.0577,22.72646,-34.74543,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,d965c8e0-25ff-11f0-81bf-2b8ffec0f5bb,72.15964,,,7.26283,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:15:24,2025-04-30T15:15:23.6270000-05:00,2025-04-30T20:15:23.6270000Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,0a1b5eee-28f2-474d-b55a-eb6ae0002319,55.02904,-108.56438,11.36323,6.01002,2.26517,-17.37271,2.31128,-6.71223,-0.52885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.28575,,,1.433447,,,,-3.16675,5.15403,-3.31606,75.73037,1.97457,49.05486,-3.11889,60.8456,-4.12193,5.21609,20.04772,-15.63944,-3.3124,38.22471,-1.18298,High,High,High,,,High,High,High
122,2025-04-30,15:17:44,1,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,0,0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,89.07392,-1.51078,-1.968291,1897.214442,230.234295,1:45,6.47464,1.68884,4.94033,-21.34733,15.73902,17.26914,3.26666,1.26694,80.19475,-5.492212,1.076511,0.438307,55.63753,37.72152,-177.813503,2511.583846,,,,,37.52542,,,-9.2054,8.65713,-1.51278,50,6.31093,3.61567,-128.91443,-4.16962,-15.24819,30.72166,-17.834,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,2d5a1820-2600-11f0-81bf-2b8ffec0f5bb,85.9955,25.87537,,8.87917,,,,1.67764,3.35471,-1.27026,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:17:44,2025-04-30T15:17:44.4429312-05:00,2025-04-30T20:17:44.4429312Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,c61c2ea7-e37a-44b7-9d3a-a40c5d3acbd8,55.5585,-130.23234,15.36083,6.47339,-3.40457,-8.917,-1.68191,4.26979,-7.62409,334.446493,1.67764,-64.49935,3.40735,-0.34983,0.03095,0.0049,-0.00247,0.00317,-0.00126,3.35471,49.92582,-23.46211,2.27682,-0.48162,0.09339,-0.03905,0.02838,-0.01092,-1.27026,-2.46259,-2.13418,0.72245,-0.1742,0.04751,-0.03151,0.02769,-0.01115,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
123,2025-04-30,15:18:08,1,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,88.57943,-1.736924,-4.142991,1792.865336,205.015018,12:45,6.5439,1.71367,4.75693,-18.62466,19.67025,8.45748,3.33987,-1.51727,78.88473,-5.255111,-2.662917,0.445392,,,,,,,,,,,,-5.54536,10.64005,-1.3049,50,6.35398,8.82767,-127.66215,-4.50681,-8.93388,32.10733,-15.03234,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,3b11e790-2600-11f0-81bf-2b8ffec0f5bb,84.62764,,,9.69469,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:18:08,2025-04-30T15:18:07.5596800-05:00,2025-04-30T20:18:07.5596800Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,fdbd5c91-3710-4687-b640-70220644665f,55.7364,-129.09681,16.05366,6.54035,-3.83512,-7.51617,-1.70826,9.22687,-4.46694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
124,2025-04-30,15:18:26,1,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,1,1,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,89.15931,-2.803363,-1.836267,1863.895542,210.25818,1:00,6.56009,1.67514,4.84236,-18.76592,18.59891,10.00882,2.33849,0.76999,80.00879,-6.324995,-0.07491,0.439949,,,,,,,,,,,,-5.565,10.51079,-1.50269,50,6.26765,3.65256,-128.83282,-6.96389,-9.17022,31.64706,-14.85395,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,464f1a10-2600-11f0-81bf-2b8ffec0f5bb,85.6745,,,9.15052,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:18:26,2025-04-30T15:18:26.3015936-05:00,2025-04-30T20:18:26.3015936Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,d2667f5b-2c98-42ca-b8d7-c86923928f39,55.65515,-130.21457,15.82353,6.55754,-6.31535,-7.42698,-1.67091,4.05294,-4.58511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
125,2025-04-30,15:18:51,1,4,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.84107,2.99724,0.730859,2459.555662,30.196416,7:00,6.2932,1.73253,4.54859,-65.12507,-19.01442,-12.09493,3.72218,1.4204,72.47371,-8.673826,-1.389867,0.488733,,,,,,,,,,,,6.0937,-9.68473,-1.79645,50,6.54336,-0.9338,-116.85452,3.44727,8.21233,27.21903,-45.2259,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,54e47840-2600-11f0-81bf-2b8ffec0f5bb,77.12271,,,8.36736,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:18:51,2025-04-30T15:18:50.8340736-05:00,2025-04-30T20:18:50.8340736Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,9c8947e9-dffb-468f-b73e-7aba0b9bda9e,55.95334,-118.23311,13.60951,6.31076,5.73786,-22.61295,-1.73862,-1.34973,4.10617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
126,2025-04-30,15:19:10,1,5,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,2,2,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,89.7397,-2.219116,-2.605045,2074.77197,217.150948,1:15,6.49717,1.64606,4.80152,-18.78879,17.7471,12.47422,2.82551,0.21549,81.3121,-5.721426,-0.413231,0.435042,,,,,,,,,,,,-6.9513,9.77603,-1.39803,50,6.26049,5.30996,-129.83393,-5.71368,-11.76872,29.25067,-15.62299,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,6036b960-2600-11f0-81bf-2b8ffec0f5bb,86.6409,,,8.4276,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:19:10,2025-04-30T15:19:09.7357312-05:00,2025-04-30T20:19:09.7357312Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,fed0e4ad-c6f2-4473-a97a-00721d9319ce,55.69783,-131.11133,14.62534,6.49511,-5.03142,-7.81149,-1.64114,5.82391,-5.88436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
127,2025-04-30,15:19:38,1,6,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Hain, Carter",1000121335,Right,OAK_GOL,Undefined,4,Bottom,0,2,2,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,89.8242,-1.136817,-2.925683,2003.372855,216.370671,1:15,6.52647,1.71983,4.57336,-21.30584,15.51635,10.46867,3.66772,-0.19405,81.19383,-5.075047,-1.095011,0.436743,,,,,,,,,,,,-6.0117,8.28485,-1.42703,50,6.38968,6.1223,-129.90629,-3.40064,-10.17635,29.60326,-18.14979,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,70e13bf0-2600-11f0-81bf-2b8ffec0f5bb,86.30341,,,8.63037,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:19:38,2025-04-30T15:19:37.6784896-05:00,2025-04-30T20:19:37.6784896Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,a2e8cfe2-f487-4e3f-bb6c-cbc65c2e5145,55.92509,-131.24956,14.80163,6.5253,-2.57708,-9.0749,-1.71531,6.58406,-5.08818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
